ID,ID_person,Model,Power,Price
7451,16950,Ford,249.0,1810359
7452,17854,Nissan,106.0,2638983
7453,14521,Nissan,152.0,943699
7455,7852,Ford,362.0,996525
7456,10227,KIA,143.0,1344702
7457,11058,Subaru,115.0,2865235
7460,4883,Toyota,137.0,3404748
7461,13257,Mercedez-Benz,225.0,1058905
7462,17019,Subaru,419.0,1737883
7463,3030,Mercedez-Benz,86.0,3800613
7464,15276,KIA,247.0,2493926
7465,7549,Nissan,362.0,815057
7466,3253,Mercedez-Benz,133.0,1535802
7467,9184,Toyota,194.0,2914085
7468,3234,BMW,102.0,1365676
7469,7817,LADA,389.0,1316890
7470,15219,Nissan,499.0,3714784
7471,2298,Infiniti,243.0,2504856
7474,5356,KIA,330.0,633670
7476,8942,KIA,187.0,3682818
7477,11528,Subaru,278.0,2730834
7478,8862,Daewoo,309.0,2806954
7479,12902,KIA,399.0,1323217
7480,15588,BMW,402.0,1876222
7481,11201,Daewoo,449.0,1386552
7482,11138,Audi,393.0,2558008
7483,5887,Toyota,206.0,3193713
7485,3103,Mercedez-Benz,197.0,681656
7486,18816,Infiniti,144.0,3140533
7487,11165,LADA,192.0,3283171
7488,2359,Ford,334.0,2072680
7489,14445,Ford,458.0,1597423
7490,15191,Toyota,461.0,2700669
7491,18097,Toyota,327.0,1047634
7492,6293,Subaru,206.0,434815
7494,4618,BMW,385.0,3705734
7495,6982,Infiniti,160.0,1806398
7496,18129,LADA,496.0,3833680
7497,11975,KIA,264.0,1011859
7498,10284,Infiniti,94.0,2824976
7499,7691,Ford,75.0,1058074
7500,11233,Audi,217.0,2993493
7501,9248,Audi,319.0,3533524
7502,9436,BMW,417.0,3484951
7503,11669,Nissan,427.0,2279417
7504,10597,Daewoo,487.0,3771004
7506,9438,Audi,428.0,1305931
7507,18600,LADA,274.0,3584151
7508,11458,Nissan,312.0,3069119
7510,15988,Audi,492.0,963463
7511,17705,Nissan,389.0,1574810
7514,9141,Subaru,335.0,842296
7515,3550,Audi,406.0,532645
7516,19959,Mercedez-Benz,330.0,2418729
7517,1455,BMW,352.0,3879915
7518,13802,Toyota,154.0,1140731
7519,16829,Toyota,142.0,3125263
7520,17746,Subaru,349.0,2167135
7521,12676,BMW,337.0,2564560
7525,3895,Infiniti,317.0,1338400
7526,10622,BMW,79.0,2550522
7527,11337,Nissan,271.0,2551560
7528,8694,LADA,398.0,3707049
7529,2631,BMW,236.0,765876
7530,16377,BMW,280.0,459456
7531,1289,KIA,445.0,3504130
7532,4330,Nissan,469.0,1221013
7533,1576,LADA,422.0,2613526
7534,9253,Daewoo,367.0,1461755
7535,1748,Audi,202.0,3057230
7536,11817,Mercedez-Benz,393.0,779129
7537,16512,BMW,489.0,1068980
7538,3900,Daewoo,466.0,1310233
7539,1935,Subaru,201.0,2504139
7540,7018,Audi,478.0,1118095
7541,19912,Infiniti,148.0,2925120
7542,18949,Toyota,275.0,3641815
7543,10399,BMW,419.0,3524017
7544,14336,Mercedez-Benz,365.0,1368088
7546,13143,Mercedez-Benz,284.0,1148481
7547,5149,Subaru,155.0,3133009
7548,13256,Subaru,319.0,2676434
7549,13795,Daewoo,296.0,2479028
7550,106,Daewoo,394.0,1954481
7551,14225,Subaru,218.0,2326081
7552,3245,Toyota,309.0,3436609
7553,9276,BMW,491.0,1828947
7554,14845,Mercedez-Benz,339.0,921219
7556,2053,Infiniti,191.0,412577
7558,17529,Daewoo,467.0,1029679
7559,3840,Daewoo,102.0,1268951
7560,11912,Subaru,273.0,3532081
7561,15934,Mercedez-Benz,263.0,524414
7562,7737,LADA,180.0,1113928
7563,12321,BMW,159.0,934192
7564,8474,Daewoo,271.0,1257047
7566,12563,KIA,448.0,3712105
7568,10782,Nissan,372.0,982493
7570,11279,Ford,284.0,3331596
7572,13531,KIA,135.0,1535661
7573,12488,Infiniti,323.0,1301236
7574,3301,Daewoo,236.0,3609285
7575,10817,Ford,226.0,2576425
7577,3615,Infiniti,360.0,1893223
7578,3264,Daewoo,307.0,2249251
7579,7672,Toyota,486.0,1909170
7581,10960,Infiniti,176.0,2762751
7582,4041,Mercedez-Benz,488.0,808352
7583,10871,Toyota,428.0,3806875
7584,18546,Subaru,100.0,3011826
7586,596,Nissan,425.0,3578861
7587,17533,LADA,88.0,3421464
7588,15351,Daewoo,156.0,3355603
7589,14839,Subaru,306.0,3459432
7590,15528,Mercedez-Benz,197.0,3350803
7592,11901,Audi,143.0,512584
7596,11313,Mercedez-Benz,84.0,1944652
7597,5510,Audi,384.0,2193678
7598,10300,LADA,133.0,889392
7599,15854,Daewoo,314.0,910103
7600,18684,BMW,470.0,258577
7601,17371,Infiniti,243.0,2129187
7603,18841,Audi,245.0,3263367
7605,6278,Daewoo,495.0,1986746
7607,494,LADA,320.0,1810900
7608,5159,Toyota,392.0,823933
7610,16885,Audi,486.0,3535887
7613,4437,Nissan,315.0,1671113
7614,687,Audi,352.0,3638064
7615,11190,Nissan,345.0,625782
7616,10222,BMW,344.0,3091828
7618,3858,Mercedez-Benz,440.0,739511
7619,12388,LADA,74.0,2343747
7620,14829,Audi,102.0,1101921
7621,15973,Mercedez-Benz,132.0,1424307
7622,7705,Ford,486.0,984716
7623,901,Audi,289.0,1871449
7625,5093,Subaru,298.0,3522272
7627,873,Ford,399.0,1592243
7628,13040,Subaru,356.0,2211132
7629,11940,BMW,298.0,1465375
7630,10913,Mercedez-Benz,390.0,1858773
7631,9988,BMW,300.0,3754585
7632,16790,Daewoo,202.0,552987
7633,861,Nissan,266.0,3134428
7634,6494,Mercedez-Benz,276.0,3013054
7635,12129,LADA,347.0,782824
7636,5815,Subaru,455.0,768607
7637,7362,BMW,445.0,1165089
7638,1792,LADA,352.0,1355824
7640,15613,LADA,422.0,716407
7641,10227,Ford,93.0,2381515
7642,16828,Infiniti,180.0,904214
7643,11476,Infiniti,191.0,2286858
7644,14652,Daewoo,143.0,1629929
7645,10460,LADA,137.0,493738
7646,15836,Toyota,160.0,3395500
7647,15118,Audi,158.0,1468487
7648,2472,Toyota,113.0,1494450
7651,1023,Toyota,310.0,1450664
7652,120,LADA,329.0,2386689
7653,8033,Audi,103.0,1252843
7655,8835,LADA,372.0,236712
7656,2917,LADA,345.0,3977871
7657,4078,Audi,184.0,2932767
7659,3179,LADA,83.0,3923007
7660,9147,Daewoo,289.0,2527462
7661,15698,KIA,365.0,1156654
7662,19758,Daewoo,239.0,1457934
7663,12803,Audi,411.0,2307761
7664,10378,LADA,92.0,2117202
7665,11664,Mercedez-Benz,80.0,3042601
7666,12421,Daewoo,394.0,1472934
7668,14199,Infiniti,187.0,461773
7669,9501,Toyota,131.0,529658
7670,10479,Subaru,162.0,814810
7671,14746,Infiniti,169.0,1396882
7672,15534,Infiniti,298.0,2423596
7673,4703,Ford,134.0,2694494
7674,630,KIA,137.0,2619599
7677,17108,Mercedez-Benz,134.0,3761064
7678,4092,BMW,438.0,3817196
7679,12954,Toyota,298.0,828672
7680,15520,Ford,113.0,2090484
7681,7676,KIA,346.0,3920178
7682,6690,Mercedez-Benz,173.0,2882395
7683,15382,Mercedez-Benz,435.0,1729325
7685,5984,Audi,450.0,1611265
7686,1726,Ford,422.0,426262
7687,12942,Audi,97.0,1096213
7688,11455,Subaru,429.0,3669619
7689,11491,Infiniti,217.0,1218985
7690,9687,Ford,448.0,805963
7691,1541,BMW,284.0,2960976
7692,4593,Audi,77.0,2621038
7694,1090,Subaru,337.0,957513
7697,9005,KIA,128.0,267284
7698,19760,Infiniti,388.0,2859790
7699,10770,Infiniti,89.0,2653300
7700,6016,LADA,415.0,3670859
7701,19737,Nissan,128.0,3843974
7702,18317,Infiniti,443.0,2843338
7703,18313,KIA,469.0,3853084
7705,1936,Nissan,80.0,1135376
7707,3959,Toyota,338.0,1584887
7708,11575,Subaru,177.0,3262264
7709,16345,LADA,443.0,3651884
7710,2236,Daewoo,435.0,381912
7711,1304,Mercedez-Benz,161.0,2707223
7713,18701,LADA,199.0,2731441
7714,12556,Mercedez-Benz,463.0,3808979
7716,15282,LADA,489.0,2654490
7717,1608,Subaru,223.0,3893866
7718,16409,Toyota,467.0,1501251
7719,1326,BMW,446.0,449029
7720,4311,Infiniti,281.0,3202587
7721,11763,KIA,256.0,2368469
7722,13437,Nissan,412.0,1437369
7723,8000,Infiniti,115.0,1872988
7724,3364,Subaru,235.0,3401392
7726,2445,BMW,129.0,557185
7727,7184,Subaru,78.0,3778652
7728,14321,Subaru,216.0,3381462
7729,12957,Subaru,361.0,2016540
7730,18553,KIA,182.0,3684621
7731,2780,Subaru,138.0,3968597
7732,18521,BMW,460.0,598218
7733,14094,BMW,264.0,3061253
7734,5844,Infiniti,276.0,437399
7735,7754,KIA,125.0,3136388
7736,18386,LADA,448.0,1358298
7739,18884,BMW,170.0,678378
7742,11739,Nissan,149.0,3765624
7743,262,Toyota,120.0,744506
7744,19409,Audi,208.0,1050279
7745,9511,Toyota,345.0,3186596
7746,13758,LADA,255.0,993514
7747,3216,Mercedez-Benz,236.0,2672012
7748,6542,Infiniti,273.0,2992273
7749,14719,Subaru,363.0,1325319
7750,12387,Subaru,106.0,3178515
7751,12457,Audi,273.0,3818109
7752,9602,Infiniti,344.0,2461559
7753,5467,KIA,204.0,3701047
7754,12092,KIA,368.0,1192735
7755,8617,Mercedez-Benz,270.0,3241753
7756,7178,Audi,334.0,1969257
7757,10269,Infiniti,326.0,3899136
7759,5428,LADA,247.0,2618273
7760,19354,KIA,169.0,3519688
7761,17470,Toyota,296.0,548394
7762,7299,Audi,384.0,640265
7763,13386,LADA,276.0,2481495
7765,18679,Ford,97.0,1398658
7766,10234,KIA,122.0,3200637
7767,6720,Infiniti,406.0,2415310
7768,6998,LADA,429.0,1923650
7769,12205,Toyota,135.0,794326
7770,8554,Toyota,220.0,2277004
7771,8512,BMW,274.0,1301189
7772,16279,Infiniti,319.0,2905483
7773,7573,Subaru,464.0,1836261
7774,10582,LADA,158.0,2925878
7775,11963,Infiniti,119.0,796354
7776,10627,KIA,478.0,1042704
7777,7498,KIA,86.0,1815451
7778,18394,Subaru,291.0,3171551
7779,17092,Mercedez-Benz,329.0,2913717
7781,2855,Audi,422.0,3696984
7782,4929,Subaru,318.0,1640322
7783,18080,Nissan,164.0,3596477
7785,1255,KIA,438.0,592180
7787,11661,Audi,133.0,765024
7788,180,BMW,82.0,1791716
7789,16344,Daewoo,364.0,1319608
7790,15020,KIA,355.0,1297838
7791,4763,Infiniti,489.0,2181981
7792,18437,Audi,332.0,625255
7793,4822,Subaru,95.0,3866215
7794,7456,Mercedez-Benz,273.0,841902
7795,19356,BMW,490.0,3681264
7796,6788,Ford,132.0,1936180
7798,2371,Daewoo,156.0,3421811
7799,11318,Mercedez-Benz,271.0,1179285
7800,15383,Nissan,355.0,1880575
7801,15109,Daewoo,160.0,632860
7802,18623,Audi,259.0,280348
7804,16377,Toyota,378.0,3048670
7805,19170,Nissan,491.0,3446512
7806,1790,Infiniti,166.0,3081113
7807,13633,BMW,253.0,1592776
7808,9624,Audi,75.0,2546764
7810,12528,Subaru,145.0,2140978
7811,4288,Audi,301.0,3944889
7812,12292,Ford,195.0,3740154
7813,16624,LADA,446.0,2110904
7814,18412,Ford,268.0,1335241
7815,6983,Mercedez-Benz,229.0,3378073
7818,3361,Mercedez-Benz,218.0,1486311
7819,11836,BMW,372.0,834129
7820,2492,Ford,388.0,3329794
7821,2794,Nissan,327.0,2780721
7822,17144,Daewoo,455.0,1758632
7823,12734,LADA,291.0,3835514
7824,12898,KIA,319.0,826149
7825,8790,KIA,185.0,1949715
7826,6373,Nissan,464.0,2453571
7828,8549,LADA,130.0,3409188
7829,4654,Audi,83.0,3916858
7830,15329,Audi,492.0,265386
7831,12661,Nissan,350.0,1183996
7833,18602,Ford,264.0,474652
7834,2290,Subaru,449.0,3706142
7836,14012,BMW,290.0,2421027
7837,13165,Infiniti,77.0,3740009
7839,8531,KIA,319.0,2416442
7840,184,Toyota,315.0,2247499
7842,4693,KIA,172.0,3895400
7843,13652,LADA,288.0,667919
7844,6428,Audi,327.0,3243011
7846,4873,Nissan,425.0,2144163
7847,10791,Nissan,379.0,1255690
7848,4444,Daewoo,459.0,3472765
7849,6396,Subaru,325.0,1170002
7851,16105,Audi,355.0,2438856
7853,10870,Nissan,286.0,2514660
7854,6067,KIA,415.0,2247343
7855,17475,Daewoo,344.0,2394827
7856,577,Daewoo,76.0,494178
7858,2312,Audi,435.0,3384963
7859,19868,Subaru,97.0,1448357
7860,3550,KIA,182.0,3142097
7861,2224,Ford,497.0,2669366
7862,10015,KIA,72.0,3512297
7863,12158,BMW,413.0,1657528
7865,11808,KIA,387.0,1935927
7866,18007,Subaru,396.0,256068
7867,18776,Mercedez-Benz,386.0,2499360
7868,10288,Daewoo,269.0,2735283
7869,15082,Nissan,438.0,676538
7871,7531,Subaru,92.0,1434071
7872,17597,Daewoo,215.0,1558072
7873,6993,Toyota,128.0,1667672
7874,14742,Toyota,225.0,2662584
7875,3415,Mercedez-Benz,447.0,3261171
7876,18808,Mercedez-Benz,312.0,3720217
7877,11264,Mercedez-Benz,403.0,2105188
7878,13326,Infiniti,162.0,3517199
7880,6022,Infiniti,100.0,2318040
7882,10333,Daewoo,225.0,3775570
7883,19696,Daewoo,498.0,1986453
7884,12052,Daewoo,184.0,1574761
7885,14099,Daewoo,199.0,332624
7886,9844,Mercedez-Benz,159.0,3509205
7889,14979,Toyota,146.0,1145797
7890,6930,Infiniti,159.0,2419693
7891,8427,LADA,459.0,2031874
7892,7935,Nissan,468.0,3490728
7893,5575,Mercedez-Benz,290.0,496232
7894,14105,Mercedez-Benz,233.0,3782491
7896,18086,Toyota,139.0,3772547
7897,16284,Mercedez-Benz,318.0,3546867
7898,2745,Subaru,138.0,2459026
7900,829,Daewoo,284.0,380055
7905,15086,Nissan,78.0,3958527
7906,5186,LADA,429.0,362871
7907,11611,Mercedez-Benz,450.0,293923
7908,11330,Infiniti,304.0,837579
7909,12049,Daewoo,148.0,758019
7910,10214,BMW,306.0,1161097
7911,13404,BMW,282.0,3666899
7913,147,Subaru,289.0,3840771
7914,8109,Daewoo,355.0,3502532
7915,10851,KIA,460.0,2053904
7916,16855,Mercedez-Benz,409.0,1436360
7917,11430,Subaru,237.0,1515487
7918,17108,Mercedez-Benz,321.0,325600
7919,13337,LADA,360.0,3558108
7920,920,Daewoo,489.0,1830274
7921,16433,Toyota,373.0,3689229
7923,6848,Audi,312.0,2219212
7924,3115,LADA,409.0,452083
7928,8945,KIA,414.0,3546343
7929,4579,Mercedez-Benz,419.0,1931566
7931,16139,KIA,363.0,1708296
7932,9550,Toyota,195.0,402632
7933,13873,Audi,279.0,1145818
7934,13753,Nissan,481.0,3959909
7935,11350,Nissan,359.0,776749
7936,5,Mercedez-Benz,160.0,1129617
7937,14699,KIA,381.0,618779
7939,6126,LADA,142.0,1959945
7941,1022,Daewoo,437.0,3445469
7944,13215,Infiniti,488.0,1126605
7945,11638,Subaru,352.0,1041164
7946,484,Nissan,248.0,1498884
7947,13037,Nissan,213.0,578468
7948,18489,Nissan,324.0,1421239
7949,9447,Mercedez-Benz,395.0,2378577
7950,1937,BMW,116.0,1108490
7951,17622,Daewoo,76.0,3094948
7953,2673,Infiniti,482.0,3616841
7954,7987,Mercedez-Benz,405.0,1949669
7955,11547,KIA,433.0,2404305
7956,7898,BMW,444.0,2701368
7957,5696,Ford,157.0,3738629
7958,1384,Audi,258.0,1547804
7959,5243,Infiniti,300.0,3811217
7960,15502,BMW,236.0,613759
7961,842,Mercedez-Benz,441.0,2405333
7962,7288,Ford,150.0,3666915
7963,16448,KIA,484.0,2109645
7965,3618,Subaru,365.0,2644046
7966,7851,Nissan,195.0,963558
7967,10286,BMW,130.0,742378
7968,14833,Nissan,275.0,308767
7969,17275,Subaru,417.0,3089566
7970,5933,BMW,350.0,2512363
7971,19597,KIA,365.0,2147144
7972,4548,Infiniti,413.0,3720760
7973,13982,BMW,320.0,2508479
7974,5716,LADA,476.0,929102
7975,17193,Infiniti,399.0,2344969
7976,8461,Audi,268.0,2774404
7977,9109,Subaru,135.0,339120
7978,299,Daewoo,499.0,746122
7979,14399,Ford,296.0,445811
7980,18045,KIA,100.0,751750
7981,18437,Subaru,196.0,1171111
7982,19197,Audi,129.0,3537263
7983,4428,LADA,274.0,351199
7984,5080,Subaru,117.0,2732962
7985,5509,Mercedez-Benz,88.0,3495978
7986,17118,Daewoo,286.0,2524720
7987,175,Daewoo,430.0,1335665
7988,14380,Nissan,341.0,1003350
7989,4375,Daewoo,202.0,410378
7990,14368,Mercedez-Benz,346.0,2242383
7991,10984,Ford,450.0,1326696
7992,16581,BMW,278.0,3829718
7994,2367,LADA,475.0,745226
7996,18201,LADA,187.0,1175967
7997,5510,Daewoo,78.0,2700276
7998,18349,KIA,415.0,1430993
7999,15794,Mercedez-Benz,212.0,3437391
8001,15188,KIA,143.0,657677
8002,16001,Daewoo,445.0,2401048
8003,18322,Ford,401.0,969373
8005,18177,Ford,414.0,2412002
8006,13105,Audi,483.0,1628818
8007,13067,LADA,330.0,1812248
8008,1044,KIA,385.0,1900580
8009,13042,Nissan,318.0,474313
8010,19849,Nissan,118.0,3536545
8011,4187,BMW,181.0,3360766
8013,5597,Toyota,450.0,3296902
8014,8952,Mercedez-Benz,165.0,1467806
8015,7154,LADA,70.0,2541628
8016,13714,Ford,167.0,2043337
8017,1684,Subaru,133.0,2061931
8018,6170,Toyota,342.0,2880153
8019,10201,BMW,351.0,2532077
8020,1257,Audi,371.0,3530637
8022,3680,Audi,153.0,2684367
8023,560,Toyota,129.0,2450716
8024,12350,Daewoo,181.0,1255533
8025,15357,Ford,210.0,3463727
8027,3666,Mercedez-Benz,130.0,1158148
8029,16665,Toyota,130.0,1871266
8030,12354,KIA,175.0,1311209
8031,3657,Infiniti,473.0,1863880
8032,16582,Subaru,251.0,222062
8033,19113,Daewoo,178.0,1396188
8034,2564,KIA,126.0,1880946
8035,2133,Subaru,204.0,2769826
8036,7281,Toyota,126.0,3688204
8037,14032,Ford,483.0,3228435
8038,11165,Toyota,419.0,773072
8039,8907,Mercedez-Benz,395.0,980118
8040,3388,Ford,421.0,2496265
8042,7823,Daewoo,442.0,468374
8044,11465,BMW,229.0,2523881
8045,14306,Toyota,430.0,872831
8046,3606,Ford,431.0,390983
8048,13025,KIA,421.0,1651320
8049,9915,Ford,197.0,1465126
8050,1057,Daewoo,356.0,3381332
8051,5589,Toyota,173.0,3719999
8052,7019,Audi,146.0,3965459
8053,7503,LADA,421.0,3374328
8054,19240,Mercedez-Benz,293.0,1685348
8055,6496,Ford,217.0,3585421
8056,11702,Subaru,442.0,3262761
8057,9677,BMW,235.0,1965461
8058,7434,Toyota,351.0,3306488
8059,18535,BMW,278.0,3048239
8061,7892,Nissan,160.0,3395768
8063,3562,Audi,386.0,2669555
8064,19673,Toyota,454.0,573363
8066,19258,Toyota,301.0,1501627
8067,5412,Daewoo,75.0,2040218
8068,4490,Infiniti,421.0,1786441
8069,6025,Ford,314.0,3706204
8070,19416,BMW,271.0,3100270
8071,9124,Infiniti,492.0,463165
8072,19220,Audi,141.0,218092
8073,1772,Toyota,234.0,344779
8074,18314,Toyota,188.0,1394838
8075,10704,Ford,285.0,445502
8076,455,BMW,252.0,2560186
8077,12260,KIA,179.0,2458072
8079,13993,Audi,496.0,2296423
8080,10071,Toyota,423.0,1646001
8081,11065,Nissan,382.0,3641740
8083,7055,Audi,228.0,1203499
8084,1129,Nissan,115.0,3992720
8085,13726,Audi,316.0,2478874
8086,14277,Toyota,489.0,263458
8087,18677,Nissan,251.0,631751
8088,18228,Infiniti,429.0,1818056
8089,3269,KIA,105.0,1906449
8090,6561,Nissan,328.0,1543706
8091,10218,Infiniti,305.0,553327
8092,5007,Toyota,337.0,3256906
8093,8304,Ford,111.0,1278769
8095,805,Nissan,271.0,2375443
8096,1962,Infiniti,458.0,2417317
8097,17071,Nissan,102.0,3510896
8098,19648,Infiniti,411.0,1941116
8100,8786,Nissan,162.0,487173
8101,13151,BMW,454.0,785565
8102,13918,Subaru,76.0,1498422
8103,4671,Audi,93.0,1855355
8104,15233,Infiniti,278.0,201512
8105,2775,Mercedez-Benz,490.0,1786687
8106,6674,Daewoo,71.0,570212
8107,18495,KIA,395.0,3042403
8109,3587,Ford,173.0,973757
8110,17262,Ford,85.0,1934110
8114,666,Audi,422.0,879633
8115,5793,Audi,182.0,1509989
8116,8045,Mercedez-Benz,76.0,1922653
8117,17973,LADA,82.0,824154
8120,4579,Nissan,230.0,3113884
8121,3459,Toyota,232.0,3727810
8122,1535,LADA,109.0,3535653
8123,9595,Nissan,483.0,1710732
8125,12088,BMW,118.0,1851344
8127,18568,LADA,372.0,2917423
8128,7356,BMW,479.0,3184104
8129,10137,Subaru,318.0,2296065
8130,11871,Toyota,282.0,1129086
8132,1713,BMW,495.0,3428269
8133,8896,Nissan,276.0,3803804
8134,17483,Subaru,199.0,278651
8135,13958,Subaru,238.0,2169108
8136,2763,Nissan,374.0,3286826
8137,3487,KIA,389.0,2142245
8138,14072,LADA,292.0,3394598
8139,13204,KIA,322.0,3095456
8142,9498,Ford,358.0,2543592
8143,6745,Subaru,497.0,2873650
8144,12688,Daewoo,173.0,947484
8145,14553,BMW,390.0,3174827
8147,13371,KIA,268.0,816655
8148,4723,Infiniti,327.0,3347811
8149,18849,BMW,424.0,3893569
8150,11144,Audi,423.0,3501909
8151,13557,Audi,254.0,780401
8152,7029,BMW,181.0,1890003
8153,16407,Ford,192.0,1090660
8154,16194,Subaru,447.0,211386
8156,240,Toyota,147.0,1691585
8157,19472,Ford,272.0,896422
8158,3407,Audi,186.0,581709
8159,13654,Nissan,143.0,2245143
8160,7883,Mercedez-Benz,483.0,1163027
8162,16427,Mercedez-Benz,171.0,2787165
8163,13497,Toyota,110.0,2235991
8164,13261,Audi,390.0,1176998
8165,10892,Infiniti,213.0,3181700
8166,7428,Nissan,297.0,3976348
8168,15014,Ford,92.0,1150979
8169,13174,Infiniti,284.0,500178
8170,18158,Nissan,107.0,991446
8171,11938,BMW,190.0,2803154
8172,9364,Subaru,372.0,1704229
8173,16615,Mercedez-Benz,234.0,287585
8174,19888,Nissan,213.0,2931417
8175,11504,LADA,357.0,865026
8176,12313,Ford,164.0,2484290
8177,12752,Subaru,424.0,766660
8179,4775,BMW,480.0,1286662
8180,12130,Ford,265.0,1132350
8182,3160,KIA,82.0,1085967
8183,2851,Toyota,71.0,2772515
8184,14506,Ford,190.0,2465568
8185,14118,Ford,437.0,1278408
8186,17013,Toyota,396.0,3800434
8187,4207,Subaru,331.0,3083161
8188,16712,LADA,79.0,3932394
8189,12447,Subaru,175.0,1111500
8190,12861,Nissan,454.0,2236915
8191,18133,Toyota,473.0,2464774
8192,19670,Ford,298.0,2579351
8193,17138,Infiniti,364.0,3275494
8196,14285,Toyota,260.0,414005
8197,9949,LADA,280.0,1097169
8198,2690,Infiniti,437.0,3037662
8199,18545,KIA,397.0,2769496
8200,6949,Toyota,415.0,2676802
8201,3669,Toyota,287.0,205422
8202,8916,Audi,344.0,3085216
8204,3203,Audi,137.0,1197097
8205,15588,Ford,322.0,3880735
8206,15776,LADA,81.0,1591368
8207,19851,Ford,86.0,2570468
8208,9582,Subaru,433.0,1181892
8209,10387,KIA,368.0,472808
8210,12417,Toyota,147.0,3726245
8211,15527,Daewoo,359.0,3859612
8213,13568,BMW,321.0,406089
8214,12488,Daewoo,213.0,1839187
8215,17664,Daewoo,124.0,2702102
8217,13131,Audi,310.0,2118887
8218,11222,Infiniti,456.0,2201974
8219,14461,Toyota,318.0,432981
8220,1589,KIA,359.0,3507529
8221,14215,Subaru,152.0,2549186
8222,4471,Infiniti,113.0,3711499
8223,8234,Toyota,321.0,782437
8224,14767,Toyota,373.0,636682
8225,14837,Daewoo,125.0,673050
8226,3988,BMW,191.0,1396316
8229,3892,Nissan,278.0,2620648
8230,12562,Audi,349.0,218498
8231,9256,BMW,277.0,2961109
8232,4401,Subaru,357.0,2768978
8233,16666,BMW,396.0,1300008
8234,2743,Infiniti,100.0,1327259
8235,1903,Nissan,188.0,782539
8236,4306,LADA,492.0,1992891
8237,18180,Ford,348.0,3129561
8238,13567,KIA,253.0,742388
8240,9610,Audi,306.0,2461908
8242,14857,Toyota,231.0,970775
8244,10982,Daewoo,369.0,753098
8245,19879,Nissan,245.0,3977492
8246,3047,Daewoo,146.0,2074030
8247,11757,Daewoo,113.0,2872645
8248,7058,KIA,148.0,3296632
8249,12925,KIA,163.0,577128
8250,2961,Subaru,447.0,2310616
8251,16426,Audi,113.0,1571325
8253,1382,Audi,454.0,1517128
8256,7445,Subaru,473.0,3295059
8258,570,Subaru,390.0,3440912
8259,12316,KIA,185.0,2678472
8260,19456,Infiniti,138.0,3108457
8261,7080,KIA,454.0,3543658
8262,4489,Mercedez-Benz,344.0,3142529
8263,12503,Audi,194.0,3670821
8265,10388,Toyota,253.0,2191799
8267,3423,Ford,480.0,2024774
8268,2941,Mercedez-Benz,112.0,1455617
8269,4775,Toyota,115.0,1805102
8270,15807,Toyota,492.0,2228799
8271,4123,BMW,458.0,3405617
8272,8486,Subaru,215.0,2082074
8273,18495,Audi,433.0,986690
8274,12799,Daewoo,243.0,1729671
8275,16923,Daewoo,283.0,394780
8276,8636,Nissan,141.0,1533530
8277,18797,LADA,264.0,3257781
8278,7089,LADA,164.0,605164
8279,8237,Ford,359.0,3455428
8280,12182,BMW,291.0,863642
8281,18111,Toyota,318.0,3229244
8282,11145,Ford,301.0,1455229
8283,4251,Toyota,118.0,1438535
8284,3769,Daewoo,203.0,3134905
8285,14055,Nissan,430.0,3777249
8286,14948,KIA,229.0,2217326
8289,13078,BMW,206.0,3157288
8290,4397,Infiniti,229.0,3552966
8292,18556,Daewoo,393.0,1262554
8293,5806,Daewoo,257.0,3580172
8294,6848,Toyota,484.0,1603794
8295,717,KIA,413.0,2630759
8296,13620,Audi,424.0,637911
8297,233,Nissan,260.0,3323276
8298,18617,Subaru,243.0,882020
8299,17409,Infiniti,371.0,3388102
8300,12884,Mercedez-Benz,308.0,2435979
8301,4556,Mercedez-Benz,146.0,471697
8302,6970,Nissan,476.0,1009617
8303,4055,KIA,436.0,949320
8304,17736,Infiniti,364.0,2989547
8305,18563,BMW,399.0,2720107
8306,1199,Subaru,304.0,2209396
8307,6254,KIA,283.0,1120011
8308,9108,Subaru,100.0,2332790
8309,12320,Mercedez-Benz,328.0,214026
8310,9846,BMW,152.0,3471361
8312,883,Infiniti,398.0,3578000
8313,2042,KIA,380.0,729118
8314,8384,Ford,412.0,737093
8316,17247,Daewoo,72.0,2457005
8317,6462,Subaru,160.0,952644
8318,7116,LADA,380.0,203329
8319,15992,Daewoo,320.0,3604953
8320,3427,Subaru,321.0,729635
8321,12977,Ford,462.0,2396496
8322,11185,BMW,237.0,304494
8323,3567,Mercedez-Benz,463.0,1851211
8324,10615,Nissan,260.0,943781
8325,16529,Subaru,256.0,2188803
8327,1808,LADA,342.0,1926642
8328,4921,Infiniti,83.0,1307235
8329,7197,Ford,341.0,483086
8331,12222,Nissan,145.0,1797450
8332,6851,Ford,254.0,278661
8333,4563,Mercedez-Benz,474.0,3835387
8335,15419,KIA,184.0,3176615
8336,16561,LADA,94.0,3275327
8337,13157,Daewoo,353.0,3673066
8338,18318,Infiniti,456.0,1801840
8339,3059,LADA,432.0,2942020
8340,11639,Subaru,293.0,1835995
8341,6362,Mercedez-Benz,213.0,2158854
8342,17056,Infiniti,423.0,393545
8343,19389,Audi,277.0,3699298
8344,13878,Infiniti,350.0,3486926
8345,16908,Audi,377.0,1453558
8346,15733,Audi,107.0,2861179
8347,9429,Toyota,248.0,2483436
8348,4784,Mercedez-Benz,221.0,413232
8349,13594,LADA,206.0,2613421
