ID,ID_person,Square,Rooms,Price
2348,4757,113,5.0,25086
2349,14228,119,6.0,29512
2350,1647,89,3.0,27234
2351,12030,122,7.0,26474
2352,7379,84,4.0,23268
2353,18065,84,4.0,24108
2354,2165,93,5.0,28086
2355,9156,80,3.0,26880
2356,6347,73,3.0,25404
2358,4290,116,7.0,45472
2359,14429,43,2.0,14921
2360,13431,96,4.0,24000
2361,10256,76,3.0,23636
2362,2237,79,3.0,31363
2365,16960,44,2.0,12716
2367,14784,79,5.0,24332
2368,18619,75,4.0,15600
2371,5557,91,5.0,31213
2372,5614,106,6.0,26712
2373,5306,109,6.0,32591
2374,2154,77,5.0,26257
2375,10108,93,5.0,27621
2376,2944,97,5.0,24832
2377,19348,46,2.0,14720
2378,525,104,6.0,27560
2379,3712,32,1.0,6720
2380,7861,107,5.0,40553
2381,16442,85,3.0,31705
2382,8145,113,5.0,44522
2384,4326,96,5.0,37536
2385,12347,122,5.0,24644
2386,15638,123,7.0,43911
2387,12685,89,5.0,20381
2388,18064,56,2.0,19992
2391,16337,93,5.0,33108
2392,11169,81,4.0,17658
2393,13858,94,5.0,35438
2394,5579,43,1.0,15050
2395,9979,64,3.0,23808
2396,16404,68,4.0,21012
2397,10535,35,1.0,8260
2398,16273,100,5.0,34400
2399,1561,124,5.0,26164
2401,4184,109,4.0,23217
2402,9249,36,1.0,9468
2403,3912,43,1.0,12341
2404,4203,83,4.0,30129
2405,18422,76,3.0,24928
2406,6071,125,7.0,49000
2407,5123,84,5.0,17220
2408,6042,100,4.0,23300
2409,9176,112,4.0,39088
2410,1162,55,2.0,19195
2411,496,125,7.0,31250
2412,2465,92,4.0,36340
2413,9000,84,3.0,22596
2414,3964,80,5.0,23440
2415,1003,30,1.0,6780
2416,17358,76,3.0,20596
2417,9260,61,3.0,16104
2418,14751,65,2.0,13715
2419,15280,69,3.0,18975
2420,15030,30,1.0,10740
2421,4615,107,6.0,32742
2422,8304,47,2.0,16544
2423,19804,128,5.0,31360
2425,2961,83,4.0,17596
2426,17490,46,2.0,15778
2427,16122,67,2.0,26398
2428,8871,92,6.0,26956
2429,7069,107,6.0,36380
2431,6612,102,5.0,34068
2432,4351,74,4.0,17242
2433,1192,53,2.0,16589
2434,5288,59,2.0,16343
2435,10699,121,7.0,47795
2436,13785,86,3.0,17630
2438,7810,92,4.0,29256
2439,3379,68,3.0,15436
2441,5236,70,3.0,18480
2442,15838,74,3.0,16132
2443,4764,95,5.0,35720
2444,8124,50,2.0,13950
2445,15097,119,6.0,27132
2446,7387,129,8.0,50181
2447,6732,41,2.0,15744
2448,8950,45,2.0,13545
2449,2703,64,3.0,16896
2451,12555,81,4.0,28026
2452,9850,59,3.0,19411
2455,4012,90,6.0,26730
2456,16143,97,5.0,30361
2458,16736,67,2.0,18827
2459,10170,76,4.0,19532
2460,9379,76,3.0,27284
2461,6452,71,3.0,22578
2462,11966,43,2.0,15566
2463,11280,114,4.0,30096
2464,10932,107,5.0,29746
2465,10997,97,4.0,32689
2466,17690,68,3.0,26452
2467,14784,61,3.0,17202
2468,19900,65,3.0,19175
2469,7217,33,1.0,10692
2470,9657,119,7.0,38080
2471,1723,120,7.0,31200
2473,19094,128,6.0,33024
2477,18129,52,3.0,10504
2479,6484,78,3.0,19188
2480,10337,121,6.0,35695
2481,11875,124,7.0,37200
2482,14515,98,4.0,33516
2483,19100,62,2.0,18538
2484,12041,126,7.0,25956
2486,14251,33,1.0,13167
2487,17635,39,2.0,15093
2489,12747,67,3.0,15075
2490,15176,35,1.0,13685
2493,12871,105,4.0,38850
2494,10460,39,1.0,8385
2495,19676,46,2.0,15686
2496,8832,104,5.0,34944
2497,12741,91,3.0,25025
2498,18063,80,4.0,29680
2499,1674,58,3.0,20068
2501,14716,36,2.0,10404
2502,16070,100,5.0,20500
2503,10424,34,1.0,7956
2504,1357,55,2.0,20075
2505,3991,105,5.0,35700
2506,1067,35,1.0,13685
2507,7906,50,2.0,11150
2509,11124,33,1.0,6996
2510,12512,45,1.0,10395
2511,12482,30,1.0,6540
2512,1294,42,1.0,12558
2513,12172,121,5.0,29524
2515,8852,45,1.0,14040
2517,6390,102,6.0,39066
2519,10807,42,2.0,11214
2520,16336,65,2.0,14625
2521,2282,76,4.0,26372
2522,8788,70,3.0,26110
2523,14402,79,4.0,25517
2524,13605,78,3.0,18642
2525,2676,114,7.0,33972
2526,9762,111,6.0,25197
2527,18673,110,5.0,23540
2528,17313,76,3.0,19000
2529,1381,97,4.0,25802
2530,18218,43,2.0,13588
2532,17143,42,1.0,13944
2533,18241,92,4.0,23644
2534,3543,123,5.0,34194
2535,16580,125,5.0,27250
2536,17457,124,5.0,35960
2537,11029,51,2.0,17646
2539,14731,32,1.0,8224
2540,18027,79,3.0,23226
2542,2436,84,4.0,21420
2543,13386,49,2.0,14700
2544,9071,42,2.0,8946
2545,3698,113,5.0,41245
2546,17167,106,5.0,39432
2547,9823,89,3.0,28836
2549,12763,93,5.0,24552
2552,7039,65,2.0,18070
2553,14712,66,2.0,17688
2555,11477,92,3.0,19412
2558,17647,56,2.0,19936
2559,4974,61,3.0,23912
2560,7201,114,5.0,36594
2562,1653,98,5.0,30086
2565,11640,108,4.0,29700
2566,7563,126,5.0,44352
2567,11295,102,4.0,32538
2573,15944,30,1.0,8580
2574,15419,97,4.0,35502
2575,1226,83,5.0,30295
2576,15902,55,2.0,12595
2577,18450,86,3.0,21758
2578,8303,70,3.0,26390
2579,1254,117,5.0,46098
2580,11702,99,4.0,29502
2581,16466,94,3.0,36754
2582,12731,113,7.0,28815
2583,11673,94,6.0,33746
2584,5760,75,3.0,24975
2585,4818,93,4.0,24087
2586,12560,91,5.0,20839
2587,6536,83,4.0,27888
2588,8424,95,4.0,21185
2589,477,104,6.0,29224
2590,16108,31,2.0,7099
2591,1399,95,3.0,21470
2592,2039,109,4.0,21909
2593,651,47,2.0,12220
2595,15167,73,3.0,22192
2596,18999,77,3.0,19019
2597,16984,58,2.0,21924
2598,5986,38,1.0,8588
2599,2223,127,5.0,46990
2600,8003,63,3.0,17766
2602,8937,69,2.0,15801
2604,10199,78,3.0,17238
2606,1640,74,3.0,17242
2607,12387,74,3.0,22274
2609,15009,85,4.0,21420
2610,16051,87,3.0,33147
2613,6730,36,2.0,11232
2614,6991,83,3.0,27307
2615,13001,120,5.0,37200
2616,15205,122,6.0,40992
2621,13236,106,4.0,27772
2623,15926,44,1.0,15840
2624,15462,84,5.0,18480
2625,14027,104,5.0,38584
2626,13181,118,6.0,31270
2628,10884,118,6.0,40946
2629,9671,85,5.0,30600
2630,1350,88,4.0,17688
2631,17982,110,6.0,39380
2633,7462,34,1.0,9486
2634,10819,84,3.0,23856
2635,11784,70,3.0,15610
2636,19188,94,4.0,30644
2637,7901,52,2.0,18980
2638,2627,83,3.0,31125
2639,15356,78,3.0,26676
2640,16714,122,6.0,27328
2641,8986,30,1.0,11190
2643,9663,67,4.0,24053
2644,13445,78,4.0,19266
2645,1392,127,7.0,28067
2646,12595,36,1.0,8640
2647,11366,49,2.0,12005
2648,14718,97,4.0,28906
2650,11516,73,3.0,27886
2651,5712,106,7.0,35298
2652,9766,70,2.0,22260
2653,12232,86,3.0,25198
2654,7877,122,5.0,30134
2655,9516,118,5.0,37524
2656,9748,77,3.0,21791
2657,16366,37,2.0,10249
2658,440,69,3.0,18147
2659,5948,57,2.0,19836
2660,17019,105,5.0,28455
2661,17534,60,3.0,21960
2662,16068,33,1.0,6699
2663,4967,87,3.0,22272
2665,10952,34,2.0,7854
2666,2067,54,2.0,14040
2667,11698,36,1.0,14184
2668,2625,31,2.0,8649
2669,12967,122,6.0,47336
2670,9106,99,6.0,24453
2671,2451,41,2.0,14924
2672,13569,41,1.0,10537
2673,11300,41,2.0,14719
2674,9187,129,7.0,30702
2675,496,92,4.0,29808
2676,7660,106,4.0,39114
2677,17824,125,7.0,37625
2678,692,83,4.0,32204
2680,3854,113,4.0,42714
2681,6658,57,3.0,21261
2682,8390,61,2.0,13054
2683,9742,104,5.0,23192
2684,4814,112,6.0,38864
2685,15545,89,5.0,23496
2686,9093,90,4.0,35190
2688,1087,76,3.0,26676
2689,5195,104,5.0,23088
2690,5003,100,4.0,21900
2691,1004,64,4.0,16768
2692,18718,56,2.0,14336
2695,4231,32,1.0,7104
2696,18395,103,4.0,39552
2697,10150,120,7.0,28560
2698,2409,102,4.0,40392
2699,12927,122,5.0,38918
2700,11005,32,1.0,11808
2701,1891,57,3.0,19209
2702,13693,114,5.0,29754
2703,18628,70,3.0,26880
2704,11536,33,1.0,9471
2705,15599,98,5.0,31556
2706,3678,104,6.0,25480
2707,7233,80,4.0,21600
2709,10683,124,6.0,35960
2711,18819,32,2.0,9216
2712,7828,60,3.0,23880
2713,512,53,2.0,17278
2714,16157,71,3.0,25489
2715,15135,68,3.0,26112
2716,19944,53,2.0,10600
2717,7262,96,5.0,21600
2718,11308,108,4.0,40284
2719,6362,59,2.0,19175
2720,13956,79,4.0,18328
2721,1343,90,3.0,19350
2722,15089,97,4.0,32107
2723,9547,35,2.0,9135
2724,6344,33,1.0,6732
2725,182,56,3.0,17696
2726,7869,107,4.0,39590
2727,18287,110,4.0,37180
2728,12561,51,2.0,11424
2730,16493,105,4.0,23415
2731,13905,122,6.0,31354
2732,13190,58,2.0,17806
2733,10533,123,6.0,35055
2734,18264,95,4.0,27075
2735,13004,109,6.0,31065
2739,1614,111,4.0,36519
2740,17696,73,3.0,16936
2742,2525,124,6.0,47740
2743,5776,35,2.0,10710
2744,12989,107,5.0,29853
2745,12947,89,5.0,20381
2746,7847,107,4.0,31458
2747,13162,86,3.0,21672
2748,1381,37,1.0,7622
2749,16792,102,6.0,22032
2750,7108,55,2.0,12210
2751,10366,126,7.0,36288
2752,427,90,4.0,22140
2753,9239,123,6.0,30381
2754,4636,116,6.0,29696
2755,12778,46,2.0,17020
2756,17737,129,5.0,34701
2757,6509,31,1.0,7068
2758,12774,125,5.0,27375
2761,6281,59,2.0,15871
2762,13151,107,7.0,37664
2763,13395,47,1.0,17014
2764,4807,76,4.0,25232
2766,7627,120,7.0,33240
2769,15525,72,3.0,20952
2770,5109,77,4.0,17479
2772,11385,120,6.0,29040
2773,14240,57,3.0,13680
2774,10079,63,3.0,18207
2775,8442,50,2.0,11650
2776,4997,86,3.0,25284
2777,5865,62,3.0,22072
2778,18701,115,6.0,44160
2779,14793,76,3.0,25916
2780,7644,92,5.0,19688
2781,1616,97,5.0,31428
2782,18008,67,3.0,20435
2784,19381,80,5.0,17520
2785,10242,117,5.0,43758
2786,9770,126,6.0,36540
2787,4959,61,3.0,24278
2788,17069,106,4.0,25864
2789,1789,84,4.0,16968
2790,12521,106,5.0,38796
2791,16349,55,2.0,20790
2792,564,112,7.0,25312
2793,15489,63,2.0,18396
2795,14742,40,2.0,8760
2796,16776,94,4.0,23218
2797,10781,92,5.0,23920
2798,1923,127,5.0,47498
2799,3445,104,4.0,31824
2800,18539,126,7.0,49266
2801,287,67,3.0,17889
2802,1752,107,4.0,25145
2804,547,77,4.0,19173
2805,18268,86,5.0,31132
2806,16028,38,1.0,7752
2807,15523,107,4.0,27392
2808,9436,64,4.0,23552
2809,13662,66,3.0,22902
2811,12345,51,2.0,16575
2812,10630,46,2.0,10764
2813,12055,70,3.0,26880
2814,6818,114,5.0,28728
2816,19118,95,5.0,30305
2819,2851,77,5.0,28490
2821,964,101,6.0,40198
2822,19497,93,4.0,20739
2823,12196,86,4.0,18748
2825,14313,111,7.0,29748
2827,16644,68,4.0,16388
2828,3684,59,2.0,22066
2829,11396,107,4.0,38948
2830,12402,34,1.0,11968
2831,18258,118,6.0,35164
2832,14335,32,2.0,10816
2833,13330,33,1.0,11715
2834,4407,124,6.0,26536
2835,14663,105,5.0,39270
2836,9924,98,5.0,19992
2837,19712,95,3.0,26980
2838,9606,39,1.0,8853
2839,9560,97,5.0,37539
2840,11409,126,5.0,32382
2841,18255,65,3.0,19370
2842,13468,54,3.0,20304
2843,3302,93,3.0,30132
2844,13662,123,7.0,25953
2845,6110,101,5.0,29088
2846,3321,115,6.0,29670
2848,13295,93,5.0,30039
2849,1544,100,5.0,21100
2850,1233,79,3.0,29941
2851,4339,52,2.0,17732
2853,2849,80,4.0,28720
2854,9481,120,7.0,25560
2855,6628,116,7.0,45820
2856,10930,92,4.0,23644
2857,5935,116,5.0,25636
2858,17466,84,4.0,27636
2859,8719,99,4.0,23364
2861,18040,105,4.0,31290
2862,9420,40,1.0,12360
2863,11721,63,3.0,15813
2864,5819,72,3.0,26784
2865,7121,106,4.0,33920
2866,7873,118,4.0,30562
2867,11768,80,4.0,29120
2869,18248,77,3.0,25795
2870,87,115,5.0,24725
2872,19008,57,2.0,12369
2873,15548,87,5.0,22359
2874,3512,98,6.0,21952
2875,14538,102,4.0,29580
2876,2255,76,4.0,24168
2877,555,52,3.0,13208
2878,19113,81,3.0,21141
2879,4708,78,3.0,19812
2880,14881,107,6.0,40767
2881,7090,88,4.0,25608
2882,14002,81,4.0,23571
2883,8276,62,2.0,23126
2884,9970,80,3.0,20800
2885,16407,36,1.0,9828
2886,16173,103,4.0,23484
2887,3791,96,4.0,36864
2888,18653,76,3.0,20140
2889,1217,81,3.0,16605
2890,3063,44,2.0,14388
2891,17362,117,6.0,30186
2893,4488,60,3.0,12420
2894,16998,125,5.0,44625
2895,5969,58,3.0,11948
2896,15280,67,4.0,14137
2897,16303,61,3.0,12688
2898,12617,82,3.0,19844
2901,1601,38,1.0,14896
2902,11896,46,2.0,12374
2904,8718,37,1.0,12987
2905,11721,98,6.0,30086
2906,8207,68,2.0,17544
2907,4398,95,5.0,33820
2909,10621,88,4.0,23672
2912,12124,30,2.0,9180
2913,6745,102,5.0,38760
2914,5024,39,2.0,12207
2916,17227,54,3.0,13554
2919,8583,34,1.0,8194
2920,2062,127,7.0,37338
2921,7474,61,3.0,17995
2923,7472,37,1.0,10397
2924,3215,116,5.0,34916
2926,2861,98,5.0,36946
2927,14491,32,1.0,7776
2929,4369,35,1.0,10570
2930,4597,31,1.0,7130
2931,16629,115,7.0,41975
2932,15814,53,3.0,16218
2933,3121,125,5.0,37375
2934,2553,64,3.0,15232
2935,16979,126,5.0,35154
2936,13006,62,3.0,20832
2937,3733,62,2.0,23808
2938,6515,49,3.0,13181
2939,9209,105,5.0,24570
2941,15693,66,3.0,15906
2942,5239,40,1.0,15160
2944,4,39,2.0,9399
2945,13342,40,1.0,10880
2946,15918,93,4.0,34317
2948,19593,45,2.0,16020
2950,16362,54,3.0,17820
2951,3368,76,3.0,29184
2952,2906,51,3.0,12648
2955,15832,110,7.0,39600
2957,7003,71,3.0,17892
2959,17198,86,3.0,32594
2960,13748,75,4.0,28800
2961,8107,55,2.0,18535
2963,11591,36,1.0,14256
2964,1005,108,5.0,26784
2965,3421,92,6.0,21712
2967,12185,46,2.0,10166
2968,19101,40,2.0,15600
2969,6841,99,5.0,24057
2970,17475,54,2.0,20736
2971,18760,96,5.0,22560
2972,18189,58,2.0,20938
2973,11621,36,1.0,9468
2974,3136,63,4.0,20538
2975,3625,38,1.0,12122
2977,12418,63,3.0,18963
2978,44,108,7.0,28836
2980,17383,83,3.0,30129
2981,18831,120,6.0,30840
2982,18801,121,5.0,35937
2983,12555,97,5.0,25123
2984,5461,86,4.0,29670
2985,4539,43,2.0,10062
2986,3076,53,2.0,12084
2988,18567,102,4.0,38046
2989,1474,126,7.0,31626
2991,19422,70,4.0,24570
2992,14883,101,4.0,35956
2994,18461,63,2.0,19215
2995,15498,55,3.0,18865
2996,6342,39,1.0,15249
2998,14231,58,2.0,14732
2999,3805,32,1.0,10048
3000,14194,46,2.0,17020
3001,3443,89,4.0,26433
3002,12014,45,1.0,13500
3003,6060,33,2.0,12441
3004,11391,36,2.0,11232
3005,10223,69,4.0,17388
3006,10311,119,5.0,38556
3007,4902,59,3.0,21299
3008,9312,35,1.0,13160
3009,14884,128,6.0,40448
3010,14352,123,6.0,34932
3011,4221,58,3.0,18792
3013,14895,109,6.0,28340
3014,10401,36,2.0,9756
3015,11531,78,4.0,23556
3017,329,78,3.0,17082
3019,6262,63,2.0,18144
3020,3874,49,2.0,19355
3021,4647,128,5.0,41472
3023,1349,87,4.0,22620
3024,19439,108,5.0,34776
3026,947,56,2.0,14560
3027,14652,104,5.0,31408
3028,156,60,4.0,18720
3029,5817,86,4.0,29842
3030,13917,43,2.0,14061
3031,16884,67,3.0,13936
3034,9843,67,2.0,18023
3036,11838,108,4.0,33264
3037,2528,104,6.0,36296
3040,6702,120,8.0,43440
3041,10887,118,5.0,27140
3042,9382,124,5.0,27032
3043,12323,108,6.0,40284
3044,5513,87,4.0,33147
3045,18523,85,4.0,21335
3046,8325,113,5.0,36047
3047,11633,101,5.0,35855
3048,5547,116,6.0,37584
3049,4731,93,6.0,19530
3050,16457,121,5.0,31339
3051,18996,115,5.0,23575
3052,8421,54,2.0,13554
3053,3083,38,1.0,10260
3054,4447,35,1.0,10885
3055,18339,70,3.0,23240
3056,13567,41,1.0,9799
3057,12673,58,2.0,17632
3058,10924,100,6.0,38000
3059,675,86,3.0,18232
3060,15207,109,5.0,25288
3061,2130,69,3.0,16353
3062,9710,115,6.0,34500
3065,11440,65,4.0,14365
3066,1080,68,3.0,20672
3067,11162,85,4.0,21335
3068,12923,123,6.0,28413
3069,6234,118,7.0,27140
3070,15130,55,2.0,16445
3071,6781,41,1.0,14801
3072,3135,87,3.0,26361
3073,15062,47,2.0,16873
3074,7952,107,4.0,35096
3075,11920,69,3.0,23736
3076,8523,38,2.0,12806
3078,12350,111,5.0,26418
3079,9390,107,5.0,23861
3080,1324,66,2.0,20262
3081,19476,70,4.0,20230
3082,12008,88,4.0,20416
3083,2807,91,4.0,24206
3084,9969,70,3.0,15470
3085,2529,97,5.0,20370
3086,2032,114,7.0,30780
3087,6273,128,6.0,27264
3088,1530,67,2.0,20368
3092,3894,35,1.0,11130
3094,14041,104,5.0,27664
3095,13710,57,2.0,19095
3096,4329,75,3.0,17400
3098,8435,87,5.0,30015
3099,16607,109,6.0,27032
3100,12144,121,5.0,37752
3101,18408,55,2.0,19030
3102,6191,99,6.0,37719
3103,8818,87,4.0,22185
3104,18567,77,3.0,19019
3105,2011,94,4.0,28670
3108,1288,58,2.0,22388
3109,12154,61,3.0,16958
3110,8036,89,4.0,34354
3111,10941,95,5.0,32110
3112,18921,69,3.0,27117
3113,5359,36,1.0,9108
3114,4980,55,3.0,11825
3116,18716,64,3.0,19520
3117,2859,73,3.0,24309
3118,10048,101,6.0,27270
3119,19831,123,6.0,34194
3120,7668,47,1.0,11045
3121,12819,46,2.0,11960
3122,5292,83,4.0,21995
3123,12091,65,3.0,24960
3124,7972,105,7.0,34335
3125,4664,126,7.0,41580
3126,9786,124,7.0,27528
3127,13862,69,2.0,14835
3128,6222,71,2.0,18602
3129,10875,70,3.0,25410
3131,11137,80,4.0,19680
3132,19698,59,2.0,18290
3133,2671,80,3.0,28240
3134,17982,129,8.0,33540
3136,11912,80,5.0,17920
3137,14785,94,4.0,34404
3138,9426,56,2.0,17080
3139,9589,120,7.0,28440
3140,3838,123,5.0,41697
3141,9512,80,4.0,17680
3142,2991,64,3.0,13376
3143,3110,117,6.0,26325
3144,14525,126,5.0,39816
3145,15409,45,1.0,12420
3146,1652,74,3.0,23088
3147,1994,128,5.0,32256
3148,2370,54,3.0,19656
3149,6773,56,2.0,11312
3150,6630,75,5.0,17400
3151,11251,64,2.0,18880
3152,3707,96,4.0,32640
3153,8699,90,5.0,18990
3154,9356,34,1.0,10438
3156,8490,102,5.0,31824
3157,13261,87,3.0,23229
3158,18835,76,3.0,27132
3161,16069,107,4.0,36059
3164,11147,99,4.0,38808
3166,4975,36,1.0,13068
3169,19433,110,4.0,35310
3170,9785,126,5.0,33642
3171,9867,83,3.0,16932
3172,8382,81,4.0,29079
3173,8631,126,7.0,30744
3175,6448,49,2.0,13328
3176,9252,101,4.0,22927
3177,17404,105,5.0,24360
3178,8026,87,3.0,31146
3179,10296,50,2.0,14450
3181,13232,41,1.0,13981
3183,16952,59,3.0,13511
3185,19410,41,1.0,12628
3186,8344,31,2.0,10075
3187,11032,95,4.0,20330
3188,18368,40,1.0,10720
3190,8529,78,4.0,17940
3191,18674,115,6.0,36455
3192,3109,51,2.0,11220
3193,17009,86,5.0,20382
3194,19923,44,2.0,15884
3195,14128,45,2.0,14445
3196,578,49,2.0,14014
3197,8486,53,2.0,16801
3199,8443,51,2.0,12138
3200,7303,81,3.0,31914
3201,15360,96,4.0,25728
3202,2863,129,8.0,42699
3203,2511,42,1.0,10080
3204,14663,83,4.0,30378
3205,14729,30,1.0,6570
3206,14391,32,1.0,9856
3207,11616,98,5.0,34104
3208,7301,98,4.0,20090
3210,5073,82,5.0,32308
3211,9048,72,3.0,23976
3212,14475,95,5.0,28595
3213,4649,51,2.0,13362
3214,13262,110,4.0,26730
3215,7233,105,5.0,35070
3216,13693,76,3.0,29108
3217,2117,70,3.0,21210
3218,477,106,5.0,32012
3219,8695,61,2.0,24278
3220,1288,92,4.0,21528
3221,5404,105,5.0,29190
3222,16769,120,8.0,27000
3224,8478,99,6.0,21087
3225,16110,111,7.0,40071
3226,15938,30,1.0,7230
3227,13108,58,3.0,15834
3228,12366,126,8.0,44100
3229,1235,74,3.0,15910
3230,4644,127,7.0,28067
3231,4250,99,4.0,36927
3233,15013,123,6.0,46371
3234,14960,93,5.0,32736
3237,18380,37,2.0,13764
3238,5968,107,7.0,40018
3239,8663,68,3.0,16932
3240,16909,52,3.0,20072
3241,19813,79,3.0,19592
3242,266,110,4.0,38940
3244,12619,93,5.0,35805
3245,1897,41,2.0,16359
3246,18578,110,5.0,43560
3247,5751,120,6.0,30480
3248,16383,64,3.0,14080
3249,7732,53,3.0,14045
3250,2593,41,2.0,10414
3251,10514,51,2.0,16983
3252,17468,39,1.0,14118
3253,7542,111,6.0,40071
3254,6328,48,2.0,11712
3255,1800,60,2.0,16080
3257,9610,53,2.0,14628
3258,18879,33,2.0,13002
3259,9049,115,5.0,30705
3260,15789,38,2.0,15010
3261,19262,93,6.0,34968
3262,7931,30,1.0,7050
3264,6256,33,1.0,10098
3266,4407,75,4.0,16125
3268,84,68,3.0,14552
3269,8321,87,5.0,23142
3270,17131,95,5.0,32585
3271,19785,53,2.0,16589
3272,6787,44,2.0,12848
3273,19467,82,3.0,30422
3274,2374,43,2.0,12470
3276,17567,113,5.0,23730
3277,191,81,5.0,24543
3280,9974,85,3.0,33915
3281,10432,77,4.0,22099
3282,1178,89,3.0,22250
3283,5335,97,4.0,21243
3284,5229,79,4.0,19513
3285,10713,33,1.0,8778
3286,12677,66,3.0,15972
3287,2778,50,2.0,14400
3288,14240,93,4.0,19809
3289,6859,40,2.0,12840
3290,18592,78,3.0,18876
3292,11543,89,4.0,29815
3293,7927,106,5.0,27772
3294,11070,109,6.0,36842
3295,9091,120,8.0,27840
3296,8,95,4.0,21565
3297,9235,124,5.0,49104
3298,3804,123,6.0,27306
3299,11315,81,3.0,21303
3300,8861,89,3.0,25632
3301,11382,78,3.0,26754
3302,5040,73,3.0,18250
3303,4063,112,5.0,39760
3304,10120,71,4.0,24495
3305,5211,103,6.0,33681
3306,14526,49,3.0,16170
3307,9951,56,3.0,11648
3308,13214,83,4.0,20086
3309,497,86,4.0,33368
3311,2902,47,2.0,13348
3312,2196,111,7.0,42735
3313,1217,110,5.0,39930
3314,15602,70,3.0,24080
3315,13258,117,5.0,42120
3316,16588,86,3.0,31390
3317,18738,86,4.0,24166
3318,14723,125,5.0,34625
3319,10795,38,1.0,8246
3320,14788,86,3.0,27950
3321,12225,82,3.0,23862
3322,2027,114,7.0,44460
3323,17335,118,5.0,28674
3324,17508,87,4.0,32277
3325,5056,40,2.0,12720
3326,9456,43,1.0,16985
3328,10977,39,2.0,10101
3329,12060,49,2.0,14308
3330,4035,69,3.0,25875
3331,5014,100,5.0,31900
3332,2755,79,3.0,21093
3334,7269,122,5.0,28914
3335,11694,65,3.0,25480
3339,12324,115,7.0,25530
3340,16306,38,1.0,12920
3341,8388,93,5.0,27342
3342,10455,92,4.0,23828
3343,19825,103,5.0,21012
3346,12145,73,3.0,23214
3347,3448,127,7.0,27940
3348,16693,82,3.0,16564
3349,911,34,1.0,9418
3351,10511,63,3.0,15246
3352,256,79,4.0,21172
3353,527,84,3.0,17808
3354,4970,85,3.0,30515
3355,15064,127,7.0,45593
3356,1749,122,6.0,31964
3357,12939,117,6.0,42705
3359,4447,106,4.0,38160
3360,1199,98,4.0,39004
3361,5222,52,2.0,13520
3363,416,67,3.0,15477
3364,13118,105,4.0,29505
3365,2237,31,1.0,11873
3366,3167,31,1.0,11532
3367,1934,70,3.0,15120
3368,860,79,3.0,19513
3369,5265,33,1.0,12375
3370,9582,52,2.0,19968
3371,1915,109,6.0,26269
3372,10428,120,7.0,38880
3374,5831,81,5.0,31266
3375,15729,118,7.0,38350
3376,9561,71,2.0,19809
3377,9056,107,4.0,38841
3378,3726,117,6.0,31356
3379,17633,107,7.0,21507
3380,6758,108,5.0,40176
3382,14327,63,3.0,23877
3383,14775,70,4.0,25060
3384,12647,70,3.0,20510
3385,6806,119,7.0,26775
3386,2183,65,4.0,21450
3389,10172,60,3.0,19320
3390,5717,45,1.0,10665
3391,4491,118,5.0,40828
3392,1846,120,7.0,43680
3393,18637,87,3.0,25665
3394,18318,74,4.0,23310
3395,10262,117,6.0,32526
3397,6234,79,3.0,20066
3398,6410,113,7.0,34465
3399,15791,126,7.0,26586
3400,17,69,4.0,24495
3401,1380,117,4.0,26091
3403,3742,38,2.0,11438
3404,4092,46,2.0,11960
3405,7509,32,1.0,12704
3408,13817,65,3.0,22815
3410,13453,70,3.0,22400
3411,8156,71,3.0,17608
3412,8976,112,7.0,44688
3413,2719,100,6.0,25900
3414,18655,59,3.0,15871
3415,15038,45,2.0,17055
3416,12681,73,4.0,19199
3417,16305,32,1.0,8640
3418,2047,98,5.0,34888
3419,5680,99,5.0,35145
3421,14750,115,5.0,40020
3422,13290,42,1.0,13272
3423,10443,69,3.0,15111
3424,807,66,3.0,26202
3425,10389,51,3.0,20247
3426,18186,63,3.0,17766
3427,763,125,5.0,30500
3428,16333,44,2.0,13156
3429,3495,60,3.0,19980
3430,14280,69,2.0,26910
3431,19591,49,2.0,13916
3432,14520,62,2.0,18538
3433,6621,37,2.0,12099
3434,11012,83,4.0,23074
3435,5958,80,3.0,18560
3436,11245,108,4.0,23220
3437,7489,41,2.0,10578
3438,3110,98,4.0,23030
3439,9239,126,7.0,49896
3440,17946,75,3.0,27975
3441,18165,60,3.0,23520
3442,1441,54,2.0,18576
3445,15521,58,3.0,13862
3446,4784,95,6.0,19000
3447,12046,92,3.0,30268
3448,11032,39,1.0,8073
3449,309,121,6.0,34848
3450,10467,50,2.0,18050
3452,18217,129,5.0,33153
3453,9624,105,4.0,21420
3454,2846,35,2.0,7210
3455,19894,113,5.0,38194
3457,4415,90,3.0,26370
3458,8839,87,3.0,18270
3459,11574,108,4.0,22680
3460,1352,35,2.0,12600
3461,9970,122,7.0,28426
3462,5703,117,5.0,24102
3463,13437,60,2.0,22800
3464,4673,77,4.0,23870
3465,4396,126,8.0,26838
3466,12008,128,6.0,39040
3467,15612,88,5.0,29656
3468,4685,87,3.0,30885
3469,12986,34,2.0,12274
3470,11416,57,2.0,11514
3471,10675,98,4.0,36260
3472,1300,116,5.0,39672
3473,11926,123,5.0,38253
3474,3212,81,3.0,20169
3475,2124,42,2.0,11046
3476,1369,75,3.0,26175
3477,2938,43,2.0,14104
3478,7613,122,6.0,43066
3479,5370,115,6.0,45885
3480,17965,89,4.0,18957
3481,18733,85,4.0,22100
3483,2177,79,3.0,29704
3484,11421,35,2.0,9765
3485,19827,81,5.0,31185
